timestamp,message,requestId,duration,billedDuration,memorySize,maxMemoryUsed
2025-03-20T07:13:52.102000,"INIT_START Runtime Version: python:3.13.v31	Runtime Version ARN: arn:aws:lambda:ap-northeast-2::runtime:f713ac0afb982fcdf9bac88eaa00c31352efae870b225c19f1603fe79159a6f1
",,,,,
2025-03-20T07:13:52.379000,"{'version': '2.0', 'routeKey': '$default', 'rawPath': '/', 'rawQueryString': '', 'headers': {'content-length': '468', 'x-amzn-tls-version': 'TLSv1.3', 'x-forwarded-proto': 'https', 'x-forwarded-port': '443', 'x-forwarded-for': '3.80.152.157', 'accept': 'application/json,*/*', 'x-amzn-tls-cipher-suite': 'TLS_AES_128_GCM_SHA256', 'x-amzn-trace-id': 'Root=1-67dbc02f-529879c25d59aa4d5299ae8e', 'host': '4pa2bx36jz22wibcuj63j7nxhm0sxlzk.lambda-url.ap-northeast-2.on.aws', 'content-type': 'application/x-www-form-urlencoded', 'x-slack-request-timestamp': '1742454831', 'x-slack-signature': 'v0=fc0bfde7ebdfd5b1dc2865f029c43c7cda4a9b13517b1e510f0dcebd7a475693', 'accept-encoding': 'gzip,deflate', 'user-agent': 'Slackbot 1.0 (+https://api.slack.com/robots)'}, 'requestContext': {'accountId': 'anonymous', 'apiId': '4pa2bx36jz22wibcuj63j7nxhm0sxlzk', 'domainName': '4pa2bx36jz22wibcuj63j7nxhm0sxlzk.lambda-url.ap-northeast-2.on.aws', 'domainPrefix': '4pa2bx36jz22wibcuj63j7nxhm0sxlzk', 'http': {'method': 'POST', 'path': '/', 'protocol': 'HTTP/1.1', 'sourceIp': '3.80.152.157', 'userAgent': 'Slackbot 1.0 (+https://api.slack.com/robots)'}, 'requestId': 'eb76323a-caf8-4301-8b4b-8aa3fdc2dea0', 'routeKey': '$default', 'stage': '$default', 'time': '20/Mar/2025:07:13:52 +0000', 'timeEpoch': 1742454832000}, 'body': 'dG9rZW49cHA2c0hlSlRPcVBKaUlzNDRhd2M2ZVNoJnRlYW1faWQ9VDA0VkJLQTRMNFEmdGVhbV9kb21haW49c3RhcnQtYXdzJmNoYW5uZWxfaWQ9QzA2RkJVQkozUUUmY2hhbm5lbF9uYW1lPSVFQiVCMCVCOCVFQiU5RiVCMCVFQyU4QSVBNCVFQSVCMiU4QyVFQyU5RSU4NCZ1c2VyX2lkPVUwNVBZRDBKQkI5JnVzZXJfbmFtZT1jYXB1dGRyYWNvbmlzJmNvbW1hbmQ9JTJGc2V0LWNvbnZlbnRpb24mdGV4dD10ZXN0JmFwaV9hcHBfaWQ9QTA4R05SWkQ1RjAmaXNfZW50ZXJwcmlzZV9pbnN0YWxsPWZhbHNlJnJlc3BvbnNlX3VybD1odHRwcyUzQSUyRiUyRmhvb2tzLnNsYWNrLmNvbSUyRmNvbW1hbmRzJTJGVDA0VkJLQTRMNFElMkY4NjQwOTc5Mzk0Mzg1JTJGcDhHcHdjUnJIdXNJUWhFbDVIcG1GaGxKJnRyaWdnZXJfaWQ9ODY0MDk3OTQxMjk2MS40OTk3NjU2MTU2MTYwLmQ3N2M0NzA2MDMxOGYwNmJjMWVmZDdkZjU2YWMzNTM1', 'isBase64Encoded': True}
",,,,,
2025-03-20T07:13:52.379000,"START RequestId: eb76323a-caf8-4301-8b4b-8aa3fdc2dea0 Version: $LATEST
",eb76323a-caf8-4301-8b4b-8aa3fdc2dea0,,,,
2025-03-20T07:13:54.286000,"[WARNING]	2025-03-20T07:13:54.286Z	eb76323a-caf8-4301-8b4b-8aa3fdc2dea0	LAMBDA_WARNING: Unhandled exception. The most likely cause is an issue in the function code. However, in rare cases, a Lambda runtime update can cause unexpected function behavior. For functions using managed runtimes, runtime updates can be triggered by a function change, or can be applied automatically. To determine if the runtime has been updated, check the runtime version in the INIT_START log entry. If this error correlates with a change in the runtime version, you may be able to mitigate this error by temporarily rolling back to the previous runtime version. For more information, see https://docs.aws.amazon.com/lambda/latest/dg/runtimes-update.html
",,,,,
2025-03-20T07:13:54.286000,"[ERROR] JSONDecodeError: Expecting value: line 1 column 1 (char 0)
Traceback (most recent call last):
  File ""/var/task/lambda_function.py"", line 14, in lambda_handler
    body = json.loads(event['body']) if 'body' in event else event
  File ""/var/lang/lib/python3.13/json/__init__.py"", line 346, in loads
    return _default_decoder.decode(s)
  File ""/var/lang/lib/python3.13/json/decoder.py"", line 345, in decode
    obj, end = self.raw_decode(s, idx=_w(s, 0).end())
  File ""/var/lang/lib/python3.13/json/decoder.py"", line 363, in raw_decode
    raise JSONDecodeError(""Expecting value"", s, err.value) from None",,,,,
2025-03-20T07:13:54.289000,"END RequestId: eb76323a-caf8-4301-8b4b-8aa3fdc2dea0
",eb76323a-caf8-4301-8b4b-8aa3fdc2dea0,,,,
2025-03-20T07:13:54.289000,"REPORT RequestId: eb76323a-caf8-4301-8b4b-8aa3fdc2dea0	Duration: 1909.43 ms	Billed Duration: 1910 ms	Memory Size: 128 MB	Max Memory Used: 79 MB	Init Duration: 273.63 ms	
",eb76323a-caf8-4301-8b4b-8aa3fdc2dea0,1909.43,1910.0,128.0,79.0
2025-03-20T07:15:27.695000,"INIT_START Runtime Version: python:3.13.v31	Runtime Version ARN: arn:aws:lambda:ap-northeast-2::runtime:f713ac0afb982fcdf9bac88eaa00c31352efae870b225c19f1603fe79159a6f1
",,,,,
2025-03-20T07:15:27.982000,"LambdaContext([aws_request_id=e6d092d2-334f-47a7-8120-b843ef6903a1,log_group_name=/aws/lambda/slack_invitor_convention,log_stream_name=2025/03/20/[$LATEST]ff6c7abe97534a91a4b977e660a5061d,function_name=slack_invitor_convention,memory_limit_in_mb=128,function_version=$LATEST,invoked_function_arn=arn:aws:lambda:ap-northeast-2:965348818614:function:slack_invitor_convention,client_context=None,identity=CognitoIdentity([cognito_identity_id=None,cognito_identity_pool_id=None])])
",,,,,
2025-03-20T07:15:27.982000,"START RequestId: e6d092d2-334f-47a7-8120-b843ef6903a1 Version: $LATEST
",e6d092d2-334f-47a7-8120-b843ef6903a1,,,,
